lat,long,location,count
42.31069183,-71.05865932,(42.31069183 -71.05865932),1
42.31069447,-71.11468072,(42.31069447 -71.11468072),43
42.31069804,-71.07119068,(42.31069804 -71.07119068),80
42.31070994,-71.05446226,(42.31070994 -71.05446226),2
42.31071077,-71.07876813,(42.31071077 -71.07876813),32
42.310714,-71.062444,(42.31071400 -71.06244400),3
42.31071604,-71.05950157,(42.31071604 -71.05950157),14
42.31072113,-71.07537884,(42.31072113 -71.07537884),25
42.31072759,-71.11113932,(42.31072759 -71.11113932),5
42.31073736,-71.12204221,(42.31073736 -71.12204221),9
42.3107409,-71.04709386,(42.31074090 -71.04709386),2
42.31074479,-71.10592366,(42.31074479 -71.10592366),7
42.3107478,-71.11526456,(42.31074780 -71.11526456),8
42.31074943,-71.10766243,(42.31074943 -71.10766243),5
42.3107575,-71.0978628,(42.31075750 -71.09786280),5
42.31075815,-71.0687185,(42.31075815 -71.06871850),12
42.31077758,-71.07480891,(42.31077758 -71.07480891),33
42.3107776,-71.06060553,(42.31077760 -71.06060553),57
42.31078736,-71.09885578,(42.31078736 -71.09885578),12
42.31078949,-71.10224589,(42.31078949 -71.10224589),30
42.31079273,-71.06769189,(42.31079273 -71.06769189),28
42.31079545,-71.11209474,(42.31079545 -71.11209474),1
42.31079624,-71.11662509,(42.31079624 -71.11662509),1
42.31080902,-71.11603243,(42.31080902 -71.11603243),1
42.31081004,-71.10320908,(42.31081004 -71.10320908),2
42.31081165,-71.08648916,(42.31081165 -71.08648916),4
42.31081204,-71.05903721,(42.31081204 -71.05903721),13
42.31081602,-71.07814879,(42.31081602 -71.07814879),4
42.31081893,-71.07133229,(42.31081893 -71.07133229),14
42.31082341,-71.07267019,(42.31082341 -71.07267019),70
42.31082446,-71.05250868,(42.31082446 -71.05250868),3
42.31082693,-71.08156786,(42.31082693 -71.08156786),8
42.31083408,-71.10108013,(42.31083408 -71.10108013),29
42.31085539,-71.09134356,(42.31085539 -71.09134356),17
42.3108561,-71.10024444,(42.31085610 -71.10024444),1
42.31086085,-71.05163543,(42.31086085 -71.05163543),1
42.31086583,-71.12619888,(42.31086583 -71.12619888),4
42.31086842,-71.07425854,(42.31086842 -71.07425854),39
42.31086884,-71.06319661,(42.31086884 -71.06319661),33
42.31087647,-71.1044458,(42.31087647 -71.10444580),7
42.31088117,-71.06245853,(42.31088117 -71.06245853),15
42.31088458,-71.08643029,(42.31088458 -71.08643029),20
42.31088745,-71.08755648,(42.31088745 -71.08755648),3
42.3108917,-71.08322396,(42.31089170 -71.08322396),21
42.31089238,-71.05943432,(42.31089238 -71.05943432),7
42.31089604,-71.11333253,(42.31089604 -71.11333253),14
42.31089986,-71.08007661,(42.31089986 -71.08007661),132
42.3109074,-71.06916772,(42.31090740 -71.06916772),2
42.31091044,-71.05767414,(42.31091044 -71.05767414),47
42.3109271,-71.06232868,(42.31092710 -71.06232868),6
42.31094683,-71.10812271,(42.31094683 -71.10812271),9
42.31095123,-71.10307187,(42.31095123 -71.10307187),1
42.31095751,-71.08637143,(42.31095751 -71.08637143),5
42.31096211,-71.12890778,(42.31096211 -71.12890778),1
42.31096535,-71.05940863,(42.31096535 -71.05940863),6
42.3109682,-71.05560702,(42.31096820 -71.05560702),10
42.31096953,-71.08461836,(42.31096953 -71.08461836),84
42.31097023,-71.0785422,(42.31097023 -71.07854220),7
42.31097366,-71.11457461,(42.31097366 -71.11457461),4
42.31097912,-71.11206244,(42.31097912 -71.11206244),1
42.3109959,-71.05153079,(42.31099590 -71.05153079),1
42.311035,-71.09641565,(42.31103500 -71.09641565),2
42.31103831,-71.05938293,(42.31103831 -71.05938293),3
42.31106278,-71.0978619,(42.31106278 -71.09786190),2
42.31106474,-71.10197033,(42.31106474 -71.10197033),10
42.31106545,-71.06693233,(42.31106545 -71.06693233),55
42.31106941,-71.05848025,(42.31106941 -71.05848025),2
42.31106959,-71.05610161,(42.31106959 -71.05610161),9
42.31107461,-71.11905438,(42.31107461 -71.11905438),1
42.3110859,-71.12121893,(42.31108590 -71.12121893),12
42.31108662,-71.06959642,(42.31108662 -71.06959642),7
42.31109466,-71.09238463,(42.31109466 -71.09238463),23
42.31109885,-71.08135829,(42.31109885 -71.08135829),33
42.31110396,-71.04662997,(42.31110396 -71.04662997),2
42.31111005,-71.05388269,(42.31111005 -71.05388269),16
42.31113035,-71.10344429,(42.31113035 -71.10344429),2
42.31113317,-71.06258799,(42.31113317 -71.06258799),21
42.31113699,-71.08227667,(42.31113699 -71.08227667),15
42.31114165,-71.10858496,(42.31114165 -71.10858496),3
42.31114847,-71.07404206,(42.31114847 -71.07404206),2
42.31115402,-71.05983754,(42.31115402 -71.05983754),15
42.31115413,-71.08677174,(42.31115413 -71.08677174),40
42.31116054,-71.07548091,(42.31116054 -71.07548091),56
42.31116648,-71.09108923,(42.31116648 -71.09108923),18
42.31117097,-71.0565962,(42.31117097 -71.05659620),12
42.31117871,-71.0698159,(42.31117871 -71.06981590),23
42.31118036,-71.08311324,(42.31118036 -71.08311324),8
42.31118105,-71.10867229,(42.31118105 -71.10867229),2
42.31118598,-71.11010393,(42.31118598 -71.11010393),18
42.31118784,-71.10283847,(42.31118784 -71.10283847),10
42.31119934,-71.06827353,(42.31119934 -71.06827353),5
42.31122034,-71.06267698,(42.31122034 -71.06267698),15
42.31122045,-71.10875962,(42.31122045 -71.10875962),6
42.31122552,-71.0525256,(42.31122552 -71.05252560),2
42.3112404,-71.06561261,(42.31124040 -71.06561261),3
42.31124073,-71.11650949,(42.31124073 -71.11650949),2
42.31124647,-71.10228562,(42.31124647 -71.10228562),3
42.31125571,-71.08308294,(42.31125571 -71.08308294),1
42.31125758,-71.05708824,(42.31125758 -71.05708824),12
42.31126459,-71.07003979,(42.31126459 -71.07003979),18
42.31127256,-71.1327329,(42.31127256 -71.13273290),1
42.31127465,-71.11448366,(42.31127465 -71.11448366),88
42.31127726,-71.08909334,(42.31127726 -71.08909334),196
42.31129498,-71.11847446,(42.31129498 -71.11847446),1
42.31129587,-71.07728269,(42.31129587 -71.07728269),73
42.31130246,-71.07824138,(42.31130246 -71.07824138),25
42.31130975,-71.0861002,(42.31130975 -71.08610020),39
42.31133107,-71.08305264,(42.31133107 -71.08305264),7
42.31133882,-71.07024074,(42.31133882 -71.07024074),13
42.31134205,-71.10166558,(42.31134205 -71.10166558),14
42.31134419,-71.05758029,(42.31134419 -71.05758029),16
42.31135074,-71.08717206,(42.31135074 -71.08717206),4
42.31136188,-71.0644231,(42.31136188 -71.06442310),54
42.31136222,-71.07582056,(42.31136222 -71.07582056),8
42.31136702,-71.09328119,(42.31136702 -71.09328119),23
42.31136938,-71.08114545,(42.31136938 -71.08114545),4
42.31137073,-71.06282877,(42.31137073 -71.06282877),12
42.31137341,-71.09151624,(42.31137341 -71.09151624),12
42.31137657,-71.05460091,(42.31137657 -71.05460091),13
42.31138236,-71.12525388,(42.31138236 -71.12525388),2
42.31138926,-71.05220544,(42.31138926 -71.05220544),2
42.3113948,-71.07384945,(42.31139480 -71.07384945),32
42.31139893,-71.09780893,(42.31139893 -71.09780893),56
42.31140302,-71.11202493,(42.31140302 -71.11202493),11
42.31141864,-71.0796476,(42.31141864 -71.07964760),65
42.31142435,-71.10260491,(42.31142435 -71.10260491),10
42.31143758,-71.10926363,(42.31143758 -71.10926363),44
42.31145415,-71.05341141,(42.31145415 -71.05341141),17
42.31145502,-71.10079304,(42.31145502 -71.10079304),14
42.31149548,-71.10254045,(42.31149548 -71.10254045),7
42.3114975,-71.06757058,(42.31149750 -71.06757058),1
42.31150724,-71.07466948,(42.31150724 -71.07466948),40
42.3115133,-71.11175542,(42.31151330 -71.11175542),1
42.31153141,-71.10626439,(42.31153141 -71.10626439),18
42.31153554,-71.09079223,(42.31153554 -71.09079223),41
42.31153823,-71.06623272,(42.31153823 -71.06623272),16
42.31154172,-71.06122543,(42.31154172 -71.06122543),54
42.31156553,-71.06769305,(42.31156553 -71.06769305),7
42.31157625,-71.11439637,(42.31157625 -71.11439637),3
42.31158604,-71.08295318,(42.31158604 -71.08295318),8
42.31158866,-71.09193685,(42.31158866 -71.09193685),2
42.31159462,-71.05367662,(42.31159462 -71.05367662),15
42.31159813,-71.04676481,(42.31159813 -71.04676481),2
42.31160175,-71.075582,(42.31160175 -71.07558200),5
42.31161123,-71.076256,(42.31161123 -71.07625600),118
42.31161767,-71.10286173,(42.31161767 -71.10286173),8
42.31161923,-71.07094665,(42.31161923 -71.07094665),2
42.31162834,-71.08094294,(42.31162834 -71.08094294),73
42.3116312,-71.06974316,(42.31163120 -71.06974316),73
42.31163138,-71.077934,(42.31163138 -71.07793400),10
42.31163357,-71.06781551,(42.31163357 -71.06781551),2
42.31164236,-71.07365953,(42.31164236 -71.07365953),1
42.31165253,-71.09638564,(42.31165253 -71.09638564),1
42.31165471,-71.10976765,(42.31165471 -71.10976765),1
42.31165709,-71.05531787,(42.31165709 -71.05531787),38
42.31165937,-71.08424352,(42.31165937 -71.08424352),64
42.31166886,-71.10149607,(42.31166886 -71.10149607),1
42.31167532,-71.08586299,(42.31167532 -71.08586299),15
42.31167571,-71.06721107,(42.31167571 -71.06721107),15
42.31168453,-71.05750327,(42.31168453 -71.05750327),47
42.31168573,-71.07111997,(42.31168573 -71.07111997),6
42.31169618,-71.10491751,(42.31169618 -71.10491751),10
42.31170375,-71.11275605,(42.31170375 -71.11275605),2
42.31171168,-71.09764104,(42.31171168 -71.09764104),8
42.31171357,-71.13207379,(42.31171357 -71.13207379),3
42.31174058,-71.11462984,(42.31174058 -71.11462984),3
42.31175224,-71.07129329,(42.31175224 -71.07129329),10
42.31175348,-71.08197378,(42.31175348 -71.08197378),69
42.31176297,-71.06324161,(42.31176297 -71.06324161),51
42.31176766,-71.09971564,(42.31176766 -71.09971564),55
42.31177654,-71.10849011,(42.31177654 -71.10849011),18
42.3117771,-71.0540209,(42.31177710 -71.05402090),36
42.31178961,-71.11567256,(42.31178961 -71.11567256),11
42.31179731,-71.05833463,(42.31179731 -71.05833463),21
42.31181334,-71.04701557,(42.31181334 -71.04701557),4
42.31181618,-71.07146475,(42.31181618 -71.07146475),4
42.31182397,-71.11351448,(42.31182397 -71.11351448),4
42.31183084,-71.10350366,(42.31183084 -71.10350366),4
42.3118317,-71.07532684,(42.31183170 -71.07532684),1
42.31183427,-71.11138025,(42.31183427 -71.11138025),3
42.31183731,-71.11765943,(42.31183731 -71.11765943),1
42.31184601,-71.06684447,(42.31184601 -71.06684447),7
42.31184613,-71.12712992,(42.31184613 -71.12712992),3
42.31184813,-71.08290537,(42.31184813 -71.08290537),3
42.3118518,-71.04934271,(42.31185180 -71.04934271),21
42.31185611,-71.06494631,(42.31185611 -71.06494631),38
42.31185766,-71.11023952,(42.31185766 -71.11023952),12
42.31186553,-71.07668603,(42.31186553 -71.07668603),9
42.311871,-71.1260145,(42.31187100 -71.12601450),5
42.31188656,-71.0807387,(42.31188656 -71.08073870),1
42.31189718,-71.11188337,(42.31189718 -71.11188337),4
42.31190343,-71.09255937,(42.31190343 -71.09255937),25
42.31190459,-71.09049521,(42.31190459 -71.09049521),26
42.31190475,-71.05910531,(42.31190475 -71.05910531),95
42.31190492,-71.1148633,(42.31190492 -71.11486330),1
42.31190641,-71.10213227,(42.31190641 -71.10213227),48
42.31191224,-71.11246235,(42.31191224 -71.11246235),4
42.3119196,-71.06913007,(42.31191960 -71.06913007),45
42.31192789,-71.07762963,(42.31192789 -71.07762963),39
42.31193046,-71.12499334,(42.31193046 -71.12499334),2
42.31193277,-71.10381647,(42.31193277 -71.10381647),4
42.31193403,-71.1142909,(42.31193403 -71.11429090),138
42.31193478,-71.07341982,(42.31193478 -71.07341982),37
42.3119364,-71.07432952,(42.31193640 -71.07432952),11
42.31193743,-71.08342088,(42.31193743 -71.08342088),19
42.31195475,-71.07871912,(42.31195475 -71.07871912),71
42.31195559,-71.11108622,(42.31195559 -71.11108622),3
42.31195883,-71.05436589,(42.31195883 -71.05436589),4
42.31197821,-71.09737435,(42.31197821 -71.09737435),44
42.31198261,-71.12050835,(42.31198261 -71.12050835),5
42.31198509,-71.06353245,(42.31198509 -71.06353245),8
42.31198657,-71.0719498,(42.31198657 -71.07194980),1
42.3119912,-71.06933447,(42.31199120 -71.06933447),2
42.31200743,-71.0665094,(42.31200743 -71.06650940),18
42.31200869,-71.08295425,(42.31200869 -71.08295425),22
42.31201249,-71.1015453,(42.31201249 -71.10154530),7
42.31201451,-71.05632278,(42.31201451 -71.05632278),37
42.31201685,-71.0544667,(42.31201685 -71.05446670),6
42.31202047,-71.08851632,(42.31202047 -71.08851632),73
42.31202485,-71.05742602,(42.31202485 -71.05742602),4
42.31203699,-71.11303882,(42.31203699 -71.11303882),8
42.31203847,-71.10413192,(42.31203847 -71.10413192),1
42.31204855,-71.08556294,(42.31204855 -71.08556294),20
42.31204931,-71.07700088,(42.31204931 -71.07700088),25
42.31206061,-71.1107114,(42.31206061 -71.11071140),4
42.31206146,-71.07512473,(42.31206146 -71.07512473),3
42.31207545,-71.10695552,(42.31207545 -71.10695552),1
42.31209619,-71.06084426,(42.31209619 -71.06084426),63
42.31210386,-71.1108224,(42.31210386 -71.11082240),3
42.31210601,-71.07256779,(42.31210601 -71.07256779),21
42.31212271,-71.11341576,(42.31212271 -71.11341576),1
42.31212341,-71.06820729,(42.31212341 -71.06820729),43
42.31213148,-71.04711168,(42.31213148 -71.04711168),3
42.31213319,-71.11797173,(42.31213319 -71.11797173),4
42.31214158,-71.11519953,(42.31214158 -71.11519953),1
42.31214418,-71.10444737,(42.31214418 -71.10444737),6
42.31214711,-71.11093339,(42.31214711 -71.11093339),1
42.31214719,-71.08053224,(42.31214719 -71.08053224),23
42.31215224,-71.11736452,(42.31215224 -71.11736452),2
42.31215757,-71.07056813,(42.31215757 -71.07056813),77
42.3121651,-71.05472611,(42.31216510 -71.05472611),12
42.31217072,-71.06617583,(42.31217072 -71.06617583),9
42.31217171,-71.09346605,(42.31217171 -71.09346605),4
42.31217254,-71.08297454,(42.31217254 -71.08297454),12
42.31218026,-71.11058795,(42.31218026 -71.11058795),4
42.31219746,-71.05204833,(42.31219746 -71.05204833),15
42.31219754,-71.06972356,(42.31219754 -71.06972356),5
42.31220513,-71.09331298,(42.31220513 -71.09331298),1
42.3122073,-71.11380032,(42.31220730 -71.11380032),3
42.31222392,-71.07732441,(42.31222392 -71.07732441),8
42.31222921,-71.07318442,(42.31222921 -71.07318442),1
42.31223006,-71.06391367,(42.31223006 -71.06391367),73
42.31223044,-71.07499952,(42.31223044 -71.07499952),1
42.31223329,-71.10934133,(42.31223329 -71.10934133),9
42.31223855,-71.09315991,(42.31223855 -71.09315991),5
42.31224327,-71.07549901,(42.31224327 -71.07549901),151
42.3122478,-71.10274276,(42.31224780 -71.10274276),10
42.31224827,-71.06239929,(42.31224827 -71.06239929),30
42.31226098,-71.08179001,(42.31226098 -71.08179001),82
42.31226446,-71.09020559,(42.31226446 -71.09020559),27
42.31228645,-71.1112602,(42.31228645 -71.11126020),7
42.3122892,-71.11960554,(42.31228920 -71.11960554),12
42.31229173,-71.11418495,(42.31229173 -71.11418495),14
42.31230443,-71.09660909,(42.31230443 -71.09660909),20
42.31231409,-71.05099413,(42.31231409 -71.05099413),15
42.31231538,-71.10172067,(42.31231538 -71.10172067),12
42.3123159,-71.0549829,(42.31231590 -71.05498290),13
42.31233133,-71.10821458,(42.31233133 -71.10821458),1
42.31233718,-71.12390611,(42.31233718 -71.12390611),1
42.31234766,-71.05503651,(42.31234766 -71.05503651),3
42.31235468,-71.08515308,(42.31235468 -71.08515308),8
42.31236298,-71.06890381,(42.31236298 -71.06890381),55
42.31236627,-71.0993374,(42.31236627 -71.09933740),65
42.31238287,-71.10503015,(42.31238287 -71.10503015),13
42.31238668,-71.07086154,(42.31238668 -71.07086154),43
42.31238711,-71.10838894,(42.31238711 -71.10838894),2
42.31239168,-71.11066056,(42.31239168 -71.11066056),14
42.31239905,-71.10164174,(42.31239905 -71.10164174),2
42.31240781,-71.08032578,(42.31240781 -71.08032578),12
42.31242132,-71.09154902,(42.31242132 -71.09154902),72
42.31242508,-71.07587329,(42.31242508 -71.07587329),6
42.31242579,-71.11158701,(42.31242579 -71.11158701),1
42.31244922,-71.05520971,(42.31244922 -71.05520971),5
42.31245,-71.04639,(42.31245000 -71.04639000),1
42.31245125,-71.10676684,(42.31245125 -71.10676684),2
42.3124603,-71.10335492,(42.31246030 -71.10335492),1
42.31246202,-71.08475818,(42.31246202 -71.08475818),6
42.31247506,-71.11792982,(42.31247506 -71.11792982),2
42.31247848,-71.06429045,(42.31247848 -71.06429045),26
42.31248165,-71.04829028,(42.31248165 -71.04829028),24
42.31248272,-71.10156281,(42.31248272 -71.10156281),18
42.31248956,-71.09625148,(42.31248956 -71.09625148),1
42.3124901,-71.05817718,(42.31249010 -71.05817718),5
42.31249669,-71.11277626,(42.31249669 -71.11277626),16
42.31249706,-71.05731757,(42.31249706 -71.05731757),47
42.31250552,-71.08314735,(42.31250552 -71.08314735),67
42.31250694,-71.06680949,(42.31250694 -71.06680949),21
42.31250816,-71.06546757,(42.31250816 -71.06546757),100
42.31251334,-71.07928148,(42.31251334 -71.07928148),16
42.31251728,-71.07977497,(42.31251728 -71.07977497),32
42.31252055,-71.06434966,(42.31252055 -71.06434966),53
42.31252369,-71.07163872,(42.31252369 -71.07163872),27
42.31252546,-71.07389321,(42.31252546 -71.07389321),100
42.31252725,-71.07480393,(42.31252725 -71.07480393),6
42.3125497,-71.08757081,(42.31254970 -71.08757081),98
42.31255112,-71.08021287,(42.31255112 -71.08021287),23
42.31255274,-71.05538076,(42.31255274 -71.05538076),1
42.3125596,-71.11190322,(42.31255960 -71.11190322),12
42.31256262,-71.06440887,(42.31256262 -71.06440887),6
42.31256792,-71.08436278,(42.31256792 -71.08436278),3
42.31258278,-71.07290449,(42.31258278 -71.07290449),28
42.3125963,-71.09287584,(42.31259630 -71.09287584),46
42.3126054,-71.07624159,(42.31260540 -71.07624159),69
42.31260823,-71.06214862,(42.31260823 -71.06214862),2
42.31261187,-71.10805697,(42.31261187 -71.10805697),8
42.31261231,-71.05041155,(42.31261231 -71.05041155),1
42.31261335,-71.10191593,(42.31261335 -71.10191593),16
42.31262333,-71.10561111,(42.31262333 -71.10561111),7
42.31262425,-71.1040277,(42.31262425 -71.10402770),17
42.31262432,-71.08991596,(42.31262432 -71.08991596),38
42.312635,-71.122717,(42.31263500 -71.12271700),2
42.31264023,-71.05086006,(42.31264023 -71.05086006),6
42.31264062,-71.05119487,(42.31264062 -71.05119487),1
42.31264125,-71.10731282,(42.31264125 -71.10731282),11
42.31264139,-71.09858478,(42.31264139 -71.09858478),3
42.31265126,-71.11414509,(42.31265126 -71.11414509),68
42.31267329,-71.07003958,(42.31267329 -71.07003958),8
42.31268862,-71.09762637,(42.31268862 -71.09762637),11
42.31269402,-71.06842736,(42.31269402 -71.06842736),30
42.31269827,-71.06459218,(42.31269827 -71.06459218),13
42.31271497,-71.05570459,(42.31271497 -71.05570459),6
42.31272517,-71.11237846,(42.31272517 -71.11237846),10
42.31275031,-71.09388736,(42.31275031 -71.09388736),107
42.31275063,-71.10226406,(42.31275063 -71.10226406),2
42.3127538,-71.10129675,(42.31275380 -71.10129675),9
42.3127556,-71.06794477,(42.31275560 -71.06794477),24
42.31277689,-71.05889388,(42.31277689 -71.05889388),46
42.31277782,-71.07562922,(42.31277782 -71.07562922),53
42.31278522,-71.07661055,(42.31278522 -71.07661055),5
42.31278896,-71.06032584,(42.31278896 -71.06032584),2
42.31281243,-71.11119978,(42.31281243 -71.11119978),5
42.31281398,-71.05849562,(42.31281398 -71.05849562),29
42.31281719,-71.1161289,(42.31281719 -71.11612890),21
42.31282319,-71.06746355,(42.31282319 -71.06746355),11
42.31282634,-71.08335844,(42.31282634 -71.08335844),1
42.3128264,-71.07014796,(42.31282640 -71.07014796),4
42.31283412,-71.08974712,(42.31283412 -71.08974712),69
42.31284288,-71.08100985,(42.31284288 -71.08100985),6
42.31284459,-71.09676806,(42.31284459 -71.09676806),44
42.31284522,-71.06475886,(42.31284522 -71.06475886),22
42.31285033,-71.08397868,(42.31285033 -71.08397868),2
42.31285118,-71.08306168,(42.31285118 -71.08306168),7
42.31285547,-71.05809796,(42.31285547 -71.05809796),7
42.31285716,-71.05604436,(42.31285716 -71.05604436),7
42.31286014,-71.08215899,(42.31286014 -71.08215899),12
42.3128606,-71.0957278,(42.31286060 -71.09572780),54
42.31286236,-71.10782217,(42.31286236 -71.10782217),5
42.31286677,-71.07841587,(42.31286677 -71.07841587),70
42.31286692,-71.05804289,(42.31286692 -71.05804289),5
42.31288478,-71.06698234,(42.31288478 -71.06698234),18
42.31289868,-71.0596399,(42.31289868 -71.05963990),28
42.31290014,-71.06131063,(42.31290014 -71.06131063),24
42.31290648,-71.05762325,(42.31290648 -71.05762325),23
42.31290884,-71.10986001,(42.31290884 -71.10986001),23
42.31292165,-71.10653577,(42.31292165 -71.10653577),1
42.31292775,-71.05662311,(42.31292775 -71.05662311),32
42.31295163,-71.07989658,(42.31295163 -71.07989658),34
42.31295412,-71.09259194,(42.31295412 -71.09259194),15
42.31295497,-71.08345072,(42.31295497 -71.08345072),9
42.31296273,-71.08937945,(42.31296273 -71.08937945),2
42.31296937,-71.05720983,(42.31296937 -71.05720983),35
42.31297185,-71.04955601,(42.31297185 -71.04955601),1
42.31297291,-71.08215739,(42.31297291 -71.08215739),14
42.31297722,-71.07499278,(42.31297722 -71.07499278),28
42.31298495,-71.06651479,(42.31298495 -71.06651479),3
42.31298674,-71.10289111,(42.31298674 -71.10289111),4
42.31298679,-71.05011085,(42.31298679 -71.05011085),3
42.31299217,-71.05129175,(42.31299217 -71.05129175),2
42.31301079,-71.11410524,(42.31301079 -71.11410524),3
42.31301165,-71.11330596,(42.31301165 -71.11330596),16
42.31301336,-71.06316929,(42.31301336 -71.06316929),54
42.31302406,-71.09073569,(42.31302406 -71.09073569),42
42.31302489,-71.10103069,(42.31302489 -71.10103069),9
42.31302769,-71.11513509,(42.31302769 -71.11513509),3
42.31302933,-71.10767629,(42.31302933 -71.10767629),3
42.31303093,-71.06932562,(42.31303093 -71.06932562),82
42.31305851,-71.07131286,(42.31305851 -71.07131286),9
42.31305898,-71.10703309,(42.31305898 -71.10703309),4
42.31306145,-71.11889393,(42.31306145 -71.11889393),12
42.31306338,-71.12718963,(42.31306338 -71.12718963),3
42.31307247,-71.055972,(42.31307247 -71.05597200),2
42.31307634,-71.05521304,(42.31307634 -71.05521304),5
42.31308359,-71.083543,(42.31308359 -71.08354300),8
42.31308374,-71.07299424,(42.31308374 -71.07299424),9
42.31310004,-71.07639747,(42.31310004 -71.07639747),80
42.3131008,-71.07033,(42.31310080 -71.07033000),3
42.31310373,-71.10319412,(42.31310373 -71.10319412),1
42.31310635,-71.09464235,(42.31310635 -71.09464235),7
42.31311697,-71.11410225,(42.31311697 -71.11410225),17
42.3131338,-71.08356697,(42.31313380 -71.08356697),12
42.31315019,-71.1083395,(42.31315019 -71.10833950),7
42.31315055,-71.08513733,(42.31315055 -71.08513733),9
42.31315499,-71.08948876,(42.31315499 -71.08948876),12
42.31316966,-71.12237424,(42.31316966 -71.12237424),2
42.31317095,-71.11207359,(42.31317095 -71.11207359),7
42.31317503,-71.0724369,(42.31317503 -71.07243690),9
42.31318046,-71.0755186,(42.31318046 -71.07551860),7
42.31318402,-71.08359094,(42.31318402 -71.08359094),8
42.31319105,-71.09823129,(42.31319105 -71.09823129),6
42.31319382,-71.06500833,(42.31319382 -71.06500833),98
42.3131963,-71.10753041,(42.31319630 -71.10753041),1
42.31319907,-71.11081254,(42.31319907 -71.11081254),1
42.31321013,-71.10391131,(42.31321013 -71.10391131),7
42.31321161,-71.07970024,(42.31321161 -71.07970024),11
42.31322071,-71.10349714,(42.31322071 -71.10349714),8
42.31322316,-71.11409925,(42.31322316 -71.11409925),16
42.31322413,-71.05715277,(42.31322413 -71.05715277),185
42.31323035,-71.07565206,(42.31323035 -71.07565206),3
42.31323118,-71.07179278,(42.31323118 -71.07179278),7
42.31323258,-71.09485769,(42.31323258 -71.09485769),2
42.31323306,-71.05813011,(42.31323306 -71.05813011),30
42.31323516,-71.12312406,(42.31323516 -71.12312406),1
42.31323896,-71.06822206,(42.31323896 -71.06822206),50
42.31324145,-71.09742484,(42.31324145 -71.09742484),2
42.3132476,-71.08692603,(42.31324760 -71.08692603),42
42.31324982,-71.10181891,(42.31324982 -71.10181891),9
42.3132504,-71.09169604,(42.31325040 -71.09169604),1
42.31326021,-71.09966273,(42.31326021 -71.09966273),19
42.31326606,-71.08939926,(42.31326606 -71.08939926),33
42.31326923,-71.06585779,(42.31326923 -71.06585779),38
42.31327922,-71.05292093,(42.31327922 -71.05292093),68
42.31329956,-71.12447952,(42.31329956 -71.12447952),5
42.31330008,-71.10075998,(42.31330008 -71.10075998),45
42.31330599,-71.07067175,(42.31330599 -71.07067175),6
42.3133071,-71.09513858,(42.31330710 -71.09513858),10
42.31331114,-71.09231517,(42.31331114 -71.09231517),21
42.3133158,-71.10421429,(42.31331580 -71.10421429),4
42.31332153,-71.07591511,(42.31332153 -71.07591511),85
42.313323,-71.120572,(42.31332300 -71.12057200),1
42.31332302,-71.10530566,(42.31332302 -71.10530566),7
42.31332741,-71.0623879,(42.31332741 -71.06238790),1
42.31332753,-71.11410023,(42.31332753 -71.11410023),10
42.31333949,-71.0642497,(42.31333949 -71.06424970),58
42.31334998,-71.1132957,(42.31334998 -71.11329570),2
42.31335397,-71.07961067,(42.31335397 -71.07961067),16
42.31335869,-71.08024391,(42.31335869 -71.08024391),12
42.3133693,-71.09506208,(42.31336930 -71.09506208),15
42.31337034,-71.08363085,(42.31337034 -71.08363085),8
42.31338139,-71.10894511,(42.31338139 -71.10894511),1
42.31339913,-71.05649373,(42.31339913 -71.05649373),2
42.31341383,-71.07789593,(42.31341383 -71.07789593),85
42.31341947,-71.07226316,(42.31341947 -71.07226316),3
42.31342215,-71.09348975,(42.31342215 -71.09348975),87
42.31344567,-71.09775641,(42.31344567 -71.09775641),11
42.31344836,-71.10471053,(42.31344836 -71.10471053),5
42.3134543,-71.10329741,(42.31345430 -71.10329741),4
42.3134571,-71.06271009,(42.31345710 -71.06271009),28
42.3134758,-71.10247548,(42.31347580 -71.10247548),6
42.31347881,-71.05709502,(42.31347881 -71.05709502),6
42.31348241,-71.10726366,(42.31348241 -71.10726366),15
42.31348647,-71.09491534,(42.31348647 -71.09491534),1
42.31348664,-71.11706632,(42.31348664 -71.11706632),1
42.31348708,-71.08460242,(42.31348708 -71.08460242),30
42.31348717,-71.07544518,(42.31348717 -71.07544518),6
42.31349634,-71.0795211,(42.31349634 -71.07952110),5
42.31350006,-71.07023652,(42.31350006 -71.07023652),2
42.31350577,-71.08078759,(42.31350577 -71.08078759),4
42.31350738,-71.05582963,(42.31350738 -71.05582963),4
42.31351886,-71.053563,(42.31351886 -71.05356300),50
42.31352764,-71.09727272,(42.31352764 -71.09727272),2
42.3135314,-71.07262899,(42.31353140 -71.07262899),4
42.31353618,-71.10939676,(42.31353618 -71.10939676),2
42.31353744,-71.05924913,(42.31353744 -71.05924913),90
42.31353801,-71.05765738,(42.31353801 -71.05765738),10
42.31354088,-71.07220579,(42.31354088 -71.07220579),2
42.31354588,-71.09179044,(42.31354588 -71.09179044),25
42.31354886,-71.110455,(42.31354886 -71.11045500),7
42.31355267,-71.11410232,(42.31355267 -71.11410232),2
42.31355871,-71.08365033,(42.31355871 -71.08365033),4
42.31356107,-71.06520779,(42.31356107 -71.06520779),16
42.31356196,-71.10521532,(42.31356196 -71.10521532),7
42.31356417,-71.10622014,(42.31356417 -71.10622014),2
42.31356797,-71.12004542,(42.31356797 -71.12004542),1
